"gloss_english","n_languages_with_gloss_data","n_languages_covered","languages_covered","in_english_4000","n_languages_covered_plus_english","includes_hack_translation","avg_percentile_across_covering_langs","words"
"body",12,6,"French;Galician;German;Italian;Portuguese;Russian",TRUE,7,TRUE,0.788789562324459,"French:corps;Galician:corpo;German:Körper;Italian:corpo;Portuguese:corpo;Russian:тело"
"plate",12,6,"Chinese_Traditional;Galician;Italian;Polish;Portuguese;Spanish",TRUE,7,TRUE,0.778173219004773,"Chinese_Traditional:碟;Galician:prato;Italian:piatto;Polish:płaszczyzna;Portuguese:chapa;Spanish:plato"
"bowl",12,6,"Chinese_Traditional;French;German;Polish;Portuguese;Spanish",TRUE,7,TRUE,0.768361883111094,"Chinese_Traditional:碗;French:bol;German:Schüssel;Polish:czara;Portuguese:tigela;Spanish:cuenco"
"sun",12,6,"French;Galician;German;Portuguese;Russian;Spanish",TRUE,7,TRUE,0.76662942751092,"French:soleil;Galician:sol;German:Sonne;Portuguese:sol;Russian:солнце;Spanish:sol"
"river",12,6,"Chinese_Traditional;French;German;Italian;Portuguese;Russian",TRUE,7,TRUE,0.76404816695248,"Chinese_Traditional:河;French:fleuve;German:Fluss;Italian:fiume;Portuguese:rio;Russian:река"
"radio",12,6,"Galician;Italian;Portuguese;Russian;Spanish;Turkish",TRUE,7,FALSE,0.763926741957281,"Galician:radio;Italian:radio;Portuguese:rádio;Russian:радио;Spanish:radio;Turkish:radyo"
"crystal",12,6,"Chinese_Simplified;Galician;German;Italian;Portuguese;Spanish",TRUE,7,TRUE,0.760727245390277,"Chinese_Simplified:水晶;Galician:cristal;German:Kristall;Italian:cristallo;Portuguese:cristal;Spanish:cristal"
"throat",12,6,"Chinese_Traditional;French;Galician;German;Russian;Spanish",TRUE,7,TRUE,0.760467758998157,"Chinese_Traditional:喉;French:gorge;Galician:gorxa;German:Schlund;Russian:горло;Spanish:garganta"
"street",12,6,"French;Galician;German;Portuguese;Russian;Turkish",TRUE,7,TRUE,0.755814681319813,"French:rue;Galician:rúa;German:Strasse;Portuguese:rua;Russian:улица;Turkish:cadde"
"boy",12,6,"Galician;German;Italian;Portuguese;Russian;Spanish",TRUE,7,TRUE,0.755601548295003,"Galician:rapaz;German:Junge;Italian:ragazzo;Portuguese:rapaz;Russian:мальчик;Spanish:chico"
"skin",12,6,"Chinese_Simplified;Chinese_Traditional;Galician;German;Italian;Portuguese",TRUE,7,TRUE,0.751729195723903,"Chinese_Simplified:肌肤;Chinese_Traditional:膚;Galician:pel;German:Haut;Italian:pelle;Portuguese:pele"
"woman",12,6,"Chinese_Traditional;French;Galician;Italian;Portuguese;Russian",TRUE,7,TRUE,0.746146840318475,"Chinese_Traditional:女;French:femme;Galician:muller;Italian:donna;Portuguese:mulher;Russian:женщина"
"room",12,6,"French;Galician;German;Italian;Russian;Spanish",TRUE,7,TRUE,0.741724971631612,"French:salle;Galician:sala;German:Zimmer;Italian:stanza;Russian:комната;Spanish:habitación"
"church",12,6,"French;Italian;Polish;Portuguese;Russian;Spanish",TRUE,7,FALSE,0.738960292079191,"French:église;Italian:chiesa;Polish:kościół;Portuguese:igreja;Russian:церковь;Spanish:iglesia"
"seat",12,6,"French;Galician;German;Italian;Polish;Portuguese",TRUE,7,TRUE,0.729149932504928,"French:siège;Galician:asento;German:Sitz;Italian:sedile;Polish:siedzenie;Portuguese:assento"
"prison",12,6,"Chinese_Simplified;Chinese_Traditional;German;Portuguese;Russian;Spanish",TRUE,7,TRUE,0.708878085297245,"Chinese_Simplified:牢狱;Chinese_Traditional:牢;German:Knast;Portuguese:Prisão;Russian:тюрьма;Spanish:prisión"
"teacher",12,6,"German;Italian;Polish;Portuguese;Russian;Spanish",TRUE,7,TRUE,0.685713348025414,"German:Lehrer;Italian:insegnante;Polish:nauczyciel;Portuguese:professor;Russian:преподаватель;Spanish:maestro"
"football",12,6,"Chinese_Simplified;Dutch;French;Galician;Portuguese;Spanish",TRUE,7,TRUE,0.67881701551827,"Chinese_Simplified:足球;Dutch:voetbal;French:foot;Galician:fútbol;Portuguese:futebol;Spanish:fútbol"
"student",12,6,"Galician;German;Italian;Polish;Portuguese;Spanish",TRUE,7,TRUE,0.675146804041699,"Galician:alumno;German:Student;Italian:studente;Polish:student;Portuguese:estudante;Spanish:alumno"
"medicine",12,6,"Chinese_Traditional;Galician;German;Italian;Polish;Portuguese",TRUE,7,TRUE,0.672071378494608,"Chinese_Traditional:藥;Galician:medicamento;German:Arznei;Italian:medicina;Polish:medycyna;Portuguese:medicina"
"ocean",12,6,"Chinese_Simplified;Galician;Italian;Polish;Portuguese;Russian",TRUE,7,FALSE,0.661804829631144,"Chinese_Simplified:海洋;Galician:océano;Italian:oceano;Polish:ocean;Portuguese:oceano;Russian:океан"
"lady",12,6,"Chinese_Simplified;French;German;Polish;Portuguese;Russian",TRUE,7,TRUE,0.654408754239932,"Chinese_Simplified:淑女;French:dame;German:Dame;Polish:pani;Portuguese:dama;Russian:дама"
"list",12,6,"Chinese_Simplified;Galician;Italian;Polish;Portuguese;Russian",TRUE,7,FALSE,0.617441444636927,"Chinese_Simplified:清单;Galician:lista;Italian:lista;Polish:lista;Portuguese:lista;Russian:список"
"circle",12,6,"Galician;German;Italian;Polish;Portuguese;Spanish",TRUE,7,TRUE,0.606589547806998,"Galician:círculo;German:Kreis;Italian:cerchio;Polish:krąg;Portuguese:círculo;Spanish:círculo"
"brother",12,6,"French;German;Italian;Polish;Portuguese;Russian",TRUE,7,TRUE,0.595297106490066,"French:frère;German:Bruder;Italian:fratello;Polish:brat;Portuguese:irmão;Russian:брат"
"king",12,7,"French;Italian;Polish;Portuguese;Russian;Spanish;Turkish",FALSE,7,FALSE,0.576575056044928,"French:roi;Italian:re;Polish:król;Portuguese:rei;Russian:король;Spanish:rey;Turkish:kral"
"gift",12,6,"Chinese_Simplified;German;Italian;Polish;Portuguese;Russian",TRUE,7,TRUE,0.566735647040992,"Chinese_Simplified:礼物;German:Geschenk;Italian:regalo;Polish:podarunek;Portuguese:prenda;Russian:подарок"
"song",12,6,"German;Italian;Polish;Portuguese;Russian;Spanish",TRUE,7,TRUE,0.56096061729714,"German:Lied;Italian:canzone;Polish:piosenka;Portuguese:canção;Russian:песня;Spanish:canción"
"birth",12,6,"Galician;German;Polish;Portuguese;Russian;Spanish",TRUE,7,TRUE,0.552989129018232,"Galician:nacemento;German:Geburt;Polish:urodzenie;Portuguese:nascimento;Russian:рождение;Spanish:nacimiento"
"wind",12,7,"Galician;Italian;Polish;Portuguese;Russian;Spanish;Turkish",FALSE,7,FALSE,0.544436132727132,"Galician:vento;Italian:vento;Polish:wiatr;Portuguese:vento;Russian:ветер;Spanish:viento;Turkish:rüzgâr"
"banana",12,5,"Chinese_Traditional;Dutch;French;Italian;Portuguese",TRUE,6,TRUE,0.980981985286798,"Chinese_Traditional:蕉;Dutch:banaan;French:banane;Italian:banana;Portuguese:banana"
"cherry",12,5,"Dutch;French;German;Italian;Portuguese",TRUE,6,TRUE,0.978034359941551,"Dutch:kers;French:cerise;German:Kirsche;Italian:ciliegie;Portuguese:cereja"
"bread",12,5,"Dutch;French;Italian;Portuguese;Russian",TRUE,6,TRUE,0.963787452927272,"Dutch:brood;French:pain;Italian:pane;Portuguese:pão;Russian:хлеб"
"crab",12,5,"Chinese_Traditional;Dutch;French;Italian;Portuguese",TRUE,6,TRUE,0.959395520484974,"Chinese_Traditional:蟹;Dutch:krab;French:crabe;Italian:granchio;Portuguese:caranguejo"
"penis",12,5,"Dutch;German;Italian;Portuguese;Spanish",TRUE,6,TRUE,0.958560738360673,"Dutch:piel;German:Penis;Italian:pene;Portuguese:pénis;Spanish:pene"
"eagle",12,5,"Chinese_Traditional;Dutch;French;Portuguese;Spanish",TRUE,6,TRUE,0.955833703494752,"Chinese_Traditional:鷹;Dutch:adelaar;French:aigle;Portuguese:águia;Spanish:águila"
"finger",12,5,"French;German;Portuguese;Spanish;Turkish",TRUE,6,TRUE,0.955490979053855,"French:doigt;German:Finger;Portuguese:dedo;Spanish:dedo;Turkish:parmak"
"knee",12,5,"Chinese_Traditional;Galician;German;Italian;Portuguese",TRUE,6,TRUE,0.932371986588928,"Chinese_Traditional:膝;Galician:xeonllo;German:Knie;Italian:ginocchio;Portuguese:joelho"
"shoulder",12,5,"Chinese_Traditional;Galician;German;Portuguese;Russian",TRUE,6,TRUE,0.920639433870403,"Chinese_Traditional:肩;Galician:ombro;German:Schulter;Portuguese:ombro;Russian:плечо"
"rice",12,5,"Chinese_Traditional;Dutch;Portuguese;Spanish;Turkish",TRUE,6,TRUE,0.919879936590178,"Chinese_Traditional:飯;Dutch:rijst;Portuguese:arroz;Spanish:arroz;Turkish:pirinç"
"horse",12,5,"French;Italian;Portuguese;Russian;Spanish",TRUE,6,FALSE,0.917372445503216,"French:cheval;Italian:cavallo;Portuguese:Cavalo;Russian:лошадь;Spanish:caballo"
"peach",12,5,"Chinese_Traditional;Dutch;French;Portuguese;Russian",TRUE,6,TRUE,0.910680664661737,"Chinese_Traditional:桃;Dutch:perzik;French:pêche;Portuguese:pêssego;Russian:персик"
"hand",12,5,"Chinese_Traditional;French;Galician;Italian;Portuguese",TRUE,6,TRUE,0.910669134382682,"Chinese_Traditional:手;French:main;Galician:man;Italian:mano;Portuguese:mão"
"apple",12,5,"French;German;Italian;Russian;Spanish",TRUE,6,TRUE,0.910149156293079,"French:pomme;German:Apfel;Italian:mela;Russian:яблоко;Spanish:manzana"
"lip",12,5,"Chinese_Traditional;French;Galician;Portuguese;Turkish",TRUE,6,TRUE,0.905735673498227,"Chinese_Traditional:唇;French:lèvre;Galician:labio;Portuguese:lábio;Turkish:dudak"
"parrot",12,5,"Chinese_Traditional;Dutch;Italian;Portuguese;Spanish",TRUE,6,TRUE,0.903756529813905,"Chinese_Traditional:鸚;Dutch:papegaai;Italian:pappagallo;Portuguese:papagaio;Spanish:loro"
"violin",12,5,"Dutch;French;Italian;Portuguese;Russian",TRUE,6,TRUE,0.901656017758528,"Dutch:viool;French:violon;Italian:violino;Portuguese:violino;Russian:скрипка"
"bull",12,5,"Dutch;Italian;Portuguese;Spanish;Turkish",TRUE,6,TRUE,0.900777948168986,"Dutch:stier;Italian:toro;Portuguese:touro;Spanish:toro;Turkish:boğa"
"spoon",12,5,"Dutch;French;German;Italian;Russian",TRUE,6,TRUE,0.900064036611137,"Dutch:lepel;French:cuillère;German:Löffel;Italian:cucchiaio;Russian:ложка"
"foot",12,5,"Chinese_Traditional;French;Italian;Portuguese;Spanish",TRUE,6,TRUE,0.899708952178259,"Chinese_Traditional:腳;French:pied;Italian:piede;Portuguese:pé;Spanish:pie"
"ankle",12,5,"German;Italian;Portuguese;Russian;Spanish",TRUE,6,TRUE,0.8983714292142,"German:Fessel;Italian:caviglia;Portuguese:tornozelo;Russian:лодыжка;Spanish:tobillo"
"piano",12,5,"Chinese_Simplified;Dutch;French;Portuguese;Spanish",TRUE,6,TRUE,0.897511779103218,"Chinese_Simplified:钢琴;Dutch:piano;French:piano;Portuguese:piano;Spanish:piano"
"mushroom",12,5,"Dutch;French;Italian;Portuguese;Spanish",TRUE,6,TRUE,0.896916335164057,"Dutch:champignon;French:champignon;Italian:fungo;Portuguese:cogumelo;Spanish:champiñón"
"hair",12,5,"Chinese_Traditional;French;Galician;Portuguese;Spanish",TRUE,6,TRUE,0.890638497866898,"Chinese_Traditional:髮;French:cheveux;Galician:cabelo;Portuguese:cabelo;Spanish:cabello"
"helicopter",12,5,"Dutch;French;Italian;Portuguese;Russian",TRUE,6,TRUE,0.88919611950728,"Dutch:helikopter;French:hélicoptère;Italian:elicottero;Portuguese:helicóptero;Russian:вертолёт"
"beard",12,5,"Chinese_Traditional;Dutch;French;Italian;Portuguese",TRUE,6,TRUE,0.88910109901242,"Chinese_Traditional:鬍;Dutch:baard;French:barbe;Italian:barba;Portuguese:barba"
"chest",12,5,"Chinese_Traditional;French;Galician;German;Portuguese",TRUE,6,TRUE,0.885451571640759,"Chinese_Traditional:胸;French:coffre;Galician:peito;German:Truhe;Portuguese:peito"
"stone",12,5,"French;German;Portuguese;Russian;Spanish",TRUE,6,TRUE,0.881602641564807,"French:pierre;German:Stein;Portuguese:pedra;Russian:камень;Spanish:piedra"
"deer",12,5,"Chinese_Traditional;Dutch;French;Italian;Spanish",TRUE,6,TRUE,0.877990728321654,"Chinese_Traditional:鹿;Dutch:ree;French:cerf;Italian:cervo;Spanish:ciervo"
"fist",12,5,"Chinese_Traditional;Dutch;French;Portuguese;Spanish",TRUE,6,TRUE,0.874699160385579,"Chinese_Traditional:拳;Dutch:vuist;French:poing;Portuguese:punho;Spanish:puño"
"rose",12,5,"Chinese_Simplified;German;Portuguese;Russian;Turkish",TRUE,6,TRUE,0.872091164417162,"Chinese_Simplified:玫瑰;German:Rose;Portuguese:rosa;Russian:роза;Turkish:gül"
"garlic",12,5,"Chinese_Traditional;Dutch;French;Portuguese;Spanish",TRUE,6,TRUE,0.872011696361818,"Chinese_Traditional:蒜;Dutch:knoflook;French:ail;Portuguese:alho;Spanish:ajo"
"pot",12,5,"Chinese_Traditional;French;German;Portuguese;Spanish",TRUE,6,TRUE,0.869383451052583,"Chinese_Traditional:鍋;French:marmite;German:Kanne;Portuguese:panela;Spanish:olla"
"elbow",12,5,"French;Italian;Portuguese;Russian;Spanish",TRUE,6,FALSE,0.86764430422631,"French:coude;Italian:gomito;Portuguese:cotovelo;Russian:локоть;Spanish:codo"
"wheel",12,5,"Dutch;French;Portuguese;Russian;Spanish",TRUE,6,TRUE,0.86330357769586,"Dutch:wiel;French:roue;Portuguese:roda;Russian:колесо;Spanish:rueda"
"girl",12,5,"French;Italian;Portuguese;Russian;Spanish",TRUE,6,FALSE,0.86281595185659,"French:fille;Italian:ragazza;Portuguese:rapariga;Russian:девочка;Spanish:niña"
"ship",12,5,"Galician;German;Italian;Portuguese;Turkish",TRUE,6,TRUE,0.86092312867996,"Galician:nave;German:Schiff;Italian:nave;Portuguese:navio;Turkish:gemi"
"orange",12,5,"Chinese_Traditional;Dutch;French;Portuguese;Spanish",TRUE,6,TRUE,0.859292274854979,"Chinese_Traditional:橙;Dutch:sinaasappel;French:orange;Portuguese:laranja;Spanish:naranja"
"needle",12,5,"Chinese_Traditional;French;German;Italian;Spanish",TRUE,6,TRUE,0.852210137933384,"Chinese_Traditional:針;French:aiguille;German:Nadel;Italian:ago;Spanish:aguja"
"honey",12,5,"French;German;Italian;Portuguese;Spanish",TRUE,6,TRUE,0.850028439716291,"French:miel;German:Honig;Italian:miele;Portuguese:mel;Spanish:miel"
"strawberry",12,5,"Dutch;French;Italian;Portuguese;Spanish",TRUE,6,TRUE,0.847457628971662,"Dutch:aardbei;French:fraise;Italian:fragola;Portuguese:morango;Spanish:fresa"
"suitcase",12,5,"French;Italian;Portuguese;Russian;Spanish",TRUE,6,FALSE,0.844596506337178,"French:valise;Italian:valigia;Portuguese:mala;Russian:чемодан;Spanish:maleta"
"stool",12,5,"Chinese_Traditional;French;German;Italian;Turkish",TRUE,6,TRUE,0.840647518097769,"Chinese_Traditional:櫈;French:tabouret;German:Hocker;Italian:sgabello;Turkish:tabure"
"tower",12,5,"Chinese_Traditional;German;Portuguese;Russian;Spanish",TRUE,6,TRUE,0.834959367227496,"Chinese_Traditional:塔;German:Turm;Portuguese:torre;Russian:башня;Spanish:torre"
"food",12,5,"Chinese_Simplified;Chinese_Traditional;Galician;Italian;Russian",TRUE,6,TRUE,0.831739319110577,"Chinese_Simplified:食品;Chinese_Traditional:食;Galician:alimento;Italian:cibo;Russian:пища"
"comb",12,5,"French;German;Italian;Portuguese;Spanish",TRUE,6,TRUE,0.829008251242643,"French:peigne;German:Kamm;Italian:pettine;Portuguese:pente;Spanish:peine"
"oil",12,6,"Chinese_Traditional;French;Galician;Portuguese;Russian;Spanish",FALSE,6,TRUE,0.828758473752355,"Chinese_Traditional:油;French:huile;Galician:aceite;Portuguese:óleo;Russian:нефть;Spanish:petróleo"
"smile",12,5,"Chinese_Simplified;Chinese_Traditional;Portuguese;Russian;Spanish",TRUE,6,TRUE,0.824875249633102,"Chinese_Simplified:笑容;Chinese_Traditional:笑;Portuguese:sorriso;Russian:улыбка;Spanish:sonrisa"
"pig",12,5,"Chinese_Traditional;French;Italian;Portuguese;Spanish",TRUE,6,TRUE,0.822823598645613,"Chinese_Traditional:豬;French:porc;Italian:maiale;Portuguese:porco;Spanish:cerdo"
"shower",12,5,"Chinese_Simplified;Dutch;French;German;Spanish",TRUE,6,TRUE,0.822592288154626,"Chinese_Simplified:淋浴;Dutch:douche;French:douche;German:Dusche;Spanish:ducha"
"restaurant",12,5,"Chinese_Simplified;Italian;Portuguese;Russian;Turkish",TRUE,6,FALSE,0.821142928629397,"Chinese_Simplified:餐厅;Italian:ristorante;Portuguese:restaurante;Russian:ресторан;Turkish:lokanta"
"vest",12,5,"French;German;Italian;Portuguese;Spanish",TRUE,6,TRUE,0.818550695182636,"French:gilet;German:Weste;Italian:canottiera;Portuguese:colete;Spanish:chaleco"
"mountain",12,5,"Chinese_Traditional;French;Galician;German;Italian",TRUE,6,TRUE,0.818476757585137,"Chinese_Traditional:山;French:montagne;Galician:montaña;German:Berg;Italian:montagna"
"soldier",12,5,"Chinese_Simplified;Chinese_Traditional;Italian;Portuguese;Russian",TRUE,6,TRUE,0.818015775675581,"Chinese_Simplified:士兵;Chinese_Traditional:兵;Italian:soldato;Portuguese:soldado;Russian:солдат"
"kettle",12,5,"Chinese_Traditional;French;German;Italian;Portuguese",TRUE,6,TRUE,0.81740250883718,"Chinese_Traditional:壺;French:bouilloire;German:Kessel;Italian:bollitore;Portuguese:chaleira"
"wagon",12,5,"French;German;Italian;Portuguese;Spanish",TRUE,6,TRUE,0.8165847206541,"French:chariot;German:Waggon;Italian:carro;Portuguese:carroça;Spanish:vagón"
"candle",12,5,"Chinese_Traditional;Dutch;French;Italian;Spanish",TRUE,6,TRUE,0.814316496220538,"Chinese_Traditional:燭;Dutch:kaars;French:bougie;Italian:candela;Spanish:vela"
"animal",12,5,"Galician;Italian;Polish;Portuguese;Russian",TRUE,6,FALSE,0.809083970740176,"Galician:animal;Italian:animale;Polish:zwierzęcy;Portuguese:animal;Russian:животное"
"plant",12,5,"French;Galician;Portuguese;Russian;Turkish",TRUE,6,FALSE,0.805273547028836,"French:plante;Galician:planta;Portuguese:planta;Russian:растение;Turkish:bitki"
"cheek",12,5,"Chinese_Traditional;Dutch;French;Italian;Russian",TRUE,6,TRUE,0.788537819687093,"Chinese_Traditional:腮;Dutch:wang;French:joue;Italian:guancia;Russian:щека"
"rock",12,5,"French;German;Italian;Portuguese;Spanish",TRUE,6,TRUE,0.781029199699149,"French:roche;German:Felsen;Italian:roccia;Portuguese:rocha;Spanish:roca"
"garden",12,5,"Chinese_Simplified;Italian;Portuguese;Russian;Spanish",TRUE,6,FALSE,0.773473742013461,"Chinese_Simplified:花园;Italian:giardino;Portuguese:jardim;Russian:сад;Spanish:jardín"
"cork",12,5,"French;German;Italian;Portuguese;Spanish",TRUE,6,TRUE,0.772310423630783,"French:liège;German:Korken;Italian:sughero;Portuguese:cortiça;Spanish:corcho"
"arrow",12,5,"Chinese_Traditional;French;Italian;Polish;Portuguese",TRUE,6,TRUE,0.767580426700383,"Chinese_Traditional:箭;French:flèche;Italian:freccia;Polish:strzałka;Portuguese:seta"
"cloth",12,5,"Galician;German;Italian;Portuguese;Spanish",TRUE,6,TRUE,0.765578132333865,"Galician:pano;German:Tuch;Italian:tela;Portuguese:pano;Spanish:tela"
"ceiling",12,5,"Galician;Italian;Portuguese;Russian;Spanish",TRUE,6,FALSE,0.762007673221206,"Galician:teito;Italian:soffitto;Portuguese:tecto;Russian:потолок;Spanish:techo"
"coin",12,5,"Chinese_Simplified;Galician;German;Italian;Spanish",TRUE,6,TRUE,0.757091697590275,"Chinese_Simplified:硬币;Galician:moeda;German:Münze;Italian:moneta;Spanish:moneda"
"leaf",12,5,"Dutch;French;German;Portuguese;Spanish",TRUE,6,TRUE,0.753589364227924,"Dutch:blad;French:feuille;German:Blatt;Portuguese:folha;Spanish:hoja"
"wife",12,5,"Chinese_Simplified;Italian;Polish;Portuguese;Russian",TRUE,6,FALSE,0.745500532411954,"Chinese_Simplified:妻子;Italian:moglie;Polish:żona;Portuguese:esposa;Russian:жена"
"pocket",12,5,"French;Galician;Portuguese;Russian;Spanish",TRUE,6,FALSE,0.743858991908575,"French:poche;Galician:peto;Portuguese:bolso;Russian:карман;Spanish:bolsillo"
"city",12,5,"Chinese_Traditional;Galician;Italian;Polish;Portuguese",TRUE,6,TRUE,0.741052736797956,"Chinese_Traditional:城;Galician:cidade;Italian:città;Polish:miasto;Portuguese:cidade"
"owl",12,5,"French;German;Italian;Portuguese;Spanish",TRUE,6,TRUE,0.740612765577867,"French:chouette;German:Eule;Italian:gufo;Portuguese:coruja;Spanish:búho"
"person",12,5,"Chinese_Traditional;Galician;Italian;Polish;Portuguese",TRUE,6,TRUE,0.737073336970196,"Chinese_Traditional:人;Galician:persoa;Italian:persona;Polish:osoba;Portuguese:pessoa"
"television",12,5,"French;Polish;Portuguese;Russian;Turkish",TRUE,6,FALSE,0.727083243348155,"French:télévision;Polish:telewizja;Portuguese:televisor;Russian:телевидение;Turkish:televizyon"
"temple",12,5,"Chinese_Simplified;Chinese_Traditional;French;Galician;Portuguese",TRUE,6,TRUE,0.725299588264935,"Chinese_Simplified:寺院;Chinese_Traditional:廟;French:temple;Galician:templo;Portuguese:templo"
